prop_name,completion_year,monthly_rent,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities,city,area
Vista Alam Serviced Apartment,2014,650,Service Residence,1,1,1,250,Partially Furnished,"Security, Minimart, Parking, Gymnasium, Jogging Track, Playground, Barbeque area, Tennis Court","Air-Cond, Cooking Allowed",Selangor , Shah Alam
Gaya Resort Homes,2017,2200,Service Residence,3,,2,895,Fully Furnished,,,Selangor , Shah Alam
Suria (Dengkil),,1000,Apartment,3,1,1,650,Not Furnished,Multipurpose hall,"Air-Cond, Internet",Selangor , Dengkil
Gaya Resort Homes,2017,1450,Service Residence,3,,2,896,Partially Furnished,,,Selangor , Shah Alam
Pangsapuri BBK Bandar Baru Kundang,,600,Apartment,3,,2,750,Fully Furnished,"Parking, Playground",,Selangor , Rawang
Residensi Idaman Abadi Fasa 1&2,,1150,Condominium,3,,3,1022,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Club house, Jogging Track, Multipurpose hall",Air-Cond,Selangor , Kajang
Trefoil,2015,1200,Service Residence,1,,1,486,Fully Furnished,,,Selangor , Setia Alam
Ehsan Residence @ Sepang,2017,1800,Condominium,3,1,2,1070,Fully Furnished,"Swimming Pool, Lift, Parking, Minimart, Playground, Security, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Club house, Jogging Track",,Selangor , Sepang
Pangsapuri Seruling,,1600,Apartment,3,,2,900,Partially Furnished,"Swimming Pool, Parking, Barbeque area, Security",,Selangor , Bandar Bukit Raja
Lakefront Homes @ Cyberjaya,2021,1300,Condominium,3,,2,750,Not Furnished,"Swimming Pool, Playground, Parking, Lift",Cooking Allowed,Selangor , Cyberjaya
Seri Kasturi (Setia Alam),2015,1350,Apartment,3,2,2,950,Partially Furnished,"Swimming Pool, Multipurpose hall, Parking, Security, Playground, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Selangor , Setia Alam
Galleria Equine Park,2016,150,Service Residence,1,1,1,1000,Not Furnished,"Barbeque area, Multipurpose hall, Playground, Parking, Security, Swimming Pool, Gymnasium, Lift, Minimart",,Selangor , Seri Kembangan
Desaminium Rimba,2005,1100,Condominium,5,1,3,1200,Not Furnished,"Minimart, Jogging Track, Parking, Security, Lift, Playground, Multipurpose hall","Cooking Allowed, Near KTM/LRT",Selangor , Seri Kembangan
Prima Bayu,,1100,Condominium,3,,2,900,Not Furnished,"Security, Parking, Swimming Pool",,Selangor , Klang
Villa pavillion condo,,1220,Condominium,3,1,2,1000,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed",Selangor , Seri Kembangan
Sri Teratai Apartment,,1200,Apartment,3,1,2,800,Partially Furnished,"Parking, Security, Minimart, Barbeque area, Playground",,Selangor , Puchong
Pangsapuri Kasuarina (Bandar Botanic),2007,1000,Apartment,4,,2,900,Not Furnished,,,Selangor , Klang
Sri Teratai Apartment,,1150,Apartment,3,1,2,900,Fully Furnished,"Parking, Security, Minimart, Barbeque area, Playground, Lift, Swimming Pool, Gymnasium, Jogging Track, Tennis Court, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor , Puchong
Pangsapuri Kasuarina (Bandar Botanic),2007,1000,Apartment,4,,2,900,Not Furnished,,,Selangor , Klang
Ameera Residence,,1200,Condominium,3,,2,1270,Partially Furnished,,,Selangor , Kajang
Mentari Court,2006,1550,Apartment,3,1,2,745,Partially Furnished,,,Selangor , Petaling Jaya
,,2700,Condominium,3,,2,1025,Fully Furnished,"Swimming Pool, Sauna, Parking, Tennis Court, Minimart, Playground, Gymnasium, Lift, Security, Squash Court","Air-Cond, Cooking Allowed",Selangor , Damansara Perdana
RYAN & MIHO,2021,3600,Service Residence,3,,2,850,Fully Furnished,"Parking, Security, Lift, Playground, Swimming Pool, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Selangor , Petaling Jaya
"Paisley @ Tropicana Metropark, Subang Jaya",2021,4400,Service Residence,4,,4,1491,Fully Furnished,"Swimming Pool, Barbeque area, Security, Playground, Jogging Track, Parking, Lift, Gymnasium, Multipurpose hall, Sauna","Air-Cond, Cooking Allowed, Washing Machine",Selangor , Shah Alam
D'Camellia @ Setia Ecohill,2019,850,Condominium,3,,2,860,Not Furnished,"Playground, Swimming Pool, Multipurpose hall, Gymnasium",,Selangor , Kajang
Silk Sky,2016,1600,Service Residence,3,2,2,1044,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium","Air-Cond, Washing Machine",Selangor , Balakong
BSP Skypark Serviced Residence,,1650,Service Residence,3,,2,1270,Partially Furnished,"Swimming Pool, Gymnasium, Squash Court, Lift, Sauna, Parking, Security, Minimart, Playground",,Selangor , Kuala Langat
Prima Bayu,,1200,Condominium,3,1,2,1100,Partially Furnished,"Security, Swimming Pool, Parking, Lift, Playground, Minimart","Air-Cond, Cooking Allowed",Selangor , Klang
Saville @ Kajang,,1199,Service Residence,3,2,2,900,Partially Furnished,"Gymnasium, Security, Swimming Pool, Jogging Track, Parking, Lift, Barbeque area, Minimart, Multipurpose hall, Playground",Air-Cond,Selangor , Kajang
Lagoon Perdana,2021,1000,Apartment,3,1,2,852,Partially Furnished,"Playground, Multipurpose hall, Security, Parking, Lift, Minimart","Cooking Allowed, Near KTM/LRT",Selangor , Petaling Jaya
Taman Kajang Utama,,600,Apartment,3,4,1,730,Not Furnished,"Parking, Security, Minimart, Playground",Cooking Allowed,Selangor , Kajang
Pangsapuri Segar Perdana,,750,Apartment,3,1,2,800,Partially Furnished,"Parking, Security, Playground","Cooking Allowed, Washing Machine",Selangor , Cheras
Akasia Apartment @ Setia Alam,,1200,Apartment,3,1,2,811,Partially Furnished,"Security, Playground, Jogging Track",,Selangor , Shah Alam
Silk Sky,2016,1100,Service Residence,1,,1,450,Fully Furnished,,,Selangor , Balakong
,,700,Flat,3,,2,780,Not Furnished,,,Selangor , Cheras
Lagoon Perdana,2021,1000,Apartment,3,,2,850,Partially Furnished,"Multipurpose hall, Playground, Security, Lift, Minimart, Jogging Track, Parking","Cooking Allowed, Near KTM/LRT",Selangor , Petaling Jaya
Residensi Damai,2020,850,Condominium,3,,2,900,Not Furnished,"Playground, Security, Parking, Jogging Track, Swimming Pool",,Selangor , Kajang
Randa Apartment,,1150,Apartment,3,1,2,814,Partially Furnished,"Parking, Playground, Security, Jogging Track",,Selangor , Shah Alam
Selayang Point,2008,1600,Condominium,3,1,2,1011,Partially Furnished,"Security, Swimming Pool, Gymnasium, Barbeque area, Parking, Minimart, Playground",Air-Cond,Selangor , Selayang
Casa Subang,2005,1500,Service Residence,4,1,2,1062,Partially Furnished,"Tennis Court, Multipurpose hall, Minimart, Swimming Pool, Playground, Lift, Parking, Security, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor , Subang Jaya
Canopy Hills,2022,1300,Condominium,2,,1,590,Fully Furnished,"Security, Swimming Pool, Jogging Track, Gymnasium, Lift, Multipurpose hall, Playground","Air-Cond, Near KTM/LRT, Washing Machine, Cooking Allowed",Selangor , Kajang
Menara Rajawali @ SS 15,,1150,Condominium,1,1,1,400,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Minimart, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor , Subang Jaya
Pangsapuri Sri kemuning,,950,Apartment,3,,2,753,Partially Furnished,,Air-Cond,Selangor , Shah Alam
Kemuning Aman,2010,900,Apartment,3,2,2,736,Partially Furnished,"Security, Lift, Playground",,Selangor , Shah Alam
Kemuning Aman,2010,1000,Apartment,3,2,2,736,Partially Furnished,"Parking, Security, Lift, Playground",,Selangor , Shah Alam
Lakefront Homes @ Cyberjaya,2021,1400,Condominium,3,,2,1010,Partially Furnished,,,Selangor , Cyberjaya
Sri Cempaka Apartment,,1000,Apartment,3,,2,947,Partially Furnished,,Air-Cond,Selangor , Kajang
Sri Melor Apartment,,850,Apartment,3,2,2,800,Partially Furnished,"Parking, Security, Playground, Barbeque area","Cooking Allowed, Washing Machine, Internet",Selangor , Ampang
D'Kristal,,900,Apartment,3,1,2,800,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall, Jogging Track, Tennis Court",Cooking Allowed,Selangor , Semenyih
Pangsapuri Berlian Subang,,250,Apartment,3,,2,805,Fully Furnished,"Parking, Playground","Cooking Allowed, Near KTM/LRT",Selangor , Subang Jaya
GM Residence Remia,,1800,Service Residence,3,,2,815,Not Furnished,Multipurpose hall,,Selangor , Klang
Evergreen Park Scot Pine,1999,2800,Condominium,3,1,2,1650,Fully Furnished,"Sauna, Minimart, Swimming Pool, Parking, Security, Playground",,Selangor , Kajang
Almyra Residences,2017,1500,Service Residence,3,2,2,969,Fully Furnished,"Jogging Track, Parking",,Selangor , Bangi
Desaminium Flora,,1000,Apartment,3,1,2,850,Not Furnished,"Club house, Playground, Jogging Track, Barbeque area, Parking, Security",,Selangor , Seri Kembangan
Asteria,,950,Apartment,3,1,2,850,Not Furnished,"Lift, Security, Parking",,Selangor , Klang
Residensi Zamrud,,1200,Condominium,3,2,2,1063,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall, Jogging Track, Tennis Court","Near KTM/LRT, Cooking Allowed",Selangor , Kajang
Kita Impian,2023,689,Service Residence,3,2,2,901,Partially Furnished,"Playground, Swimming Pool, Jogging Track, Security, Gymnasium, Barbeque area, Parking, Lift, Minimart, Multipurpose hall",Cooking Allowed,Selangor , Dengkil
i-Suite @ i-City,2017,1300,Service Residence,2,1,1,626,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor , I-City
De Cemara Apartment,,950,Apartment,3,1,2,750,Partially Furnished,"Security, Parking, Lift",,Selangor , Setia Alam
saujana apartment,,950,Apartment,3,1,2,800,Not Furnished,"Swimming Pool, Parking, Jogging Track, Security, Playground, Minimart",Cooking Allowed,Selangor , Damansara Damai
Seri Pinang Apartments @ Setia Alam,,1600,Apartment,3,,2,900,Fully Furnished,"Parking, Minimart, Playground, Lift, Security, Swimming Pool, Gymnasium, Sauna",,Selangor , Setia Alam
USJ One Avenue,2008,2600,Condominium,3,2,2,1365,Fully Furnished,"Parking, Barbeque area, Sauna, Security, Playground, Jogging Track, Minimart, Multipurpose hall, Gymnasium, Swimming Pool, Lift","Air-Cond, Cooking Allowed, Internet",Selangor , Subang Jaya
Imperial Residence Cheras,2015,1250,Condominium,3,2,2,1235,Partially Furnished,"Playground, Security, Minimart, Gymnasium, Swimming Pool, Parking, Lift",,Selangor , Cheras
Casa Subang,2005,1600,Service Residence,4,1,2,1062,Partially Furnished,"Parking, Security, Playground, Multipurpose hall, Lift, Swimming Pool, Tennis Court, Minimart","Air-Cond, Cooking Allowed",Selangor , Subang Jaya
Menara Geno,2015,1050,Apartment,1,,1,500,Fully Furnished,,,Selangor , Subang Jaya
Ivory Residence,2015,1400,Condominium,3,2,2,1288,Partially Furnished,"Swimming Pool, Barbeque area, Multipurpose hall, Security, Playground, Gymnasium, Jogging Track, Lift, Parking","Air-Cond, Cooking Allowed",Selangor , Kajang
Menara Geno,2015,900,Apartment,1,,1,500,Partially Furnished,,,Selangor , Subang Jaya
B11 Parkland Residence,,1400,Service Residence,1,,1,550,Partially Furnished,,,Selangor , Cheras
LakePark Residence @ KL North,2018,1500,Service Residence,3,2,2,975,Fully Furnished,"Swimming Pool, Security, Gymnasium, Parking, Jogging Track, Lift, Multipurpose hall, Playground","Air-Cond, Cooking Allowed, Washing Machine",Selangor , Selayang
Empire City,2015,1200,Condominium,1,,1,952,Partially Furnished,,"Air-Cond, Near KTM/LRT, Cooking Allowed",Selangor , Damansara Perdana
Empire City,2015,1100,Condominium,1,1,1,450,Not Furnished,,"Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor , Damansara Perdana
Iris Apartment (Saujana Utama),,1200,Apartment,3,1,2,750,Fully Furnished,"Security, Parking, Playground","Cooking Allowed, Washing Machine",Selangor , Saujana Utama
Ten Kinrara,,2500,Service Residence,2,2,2,861,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Gymnasium, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor , Bandar Kinrara
Aster Residence Cheras,2021,1999,Condominium,2,1,2,650,Fully Furnished,"Barbeque area, Parking, Security, Playground, Swimming Pool, Gymnasium, Lift, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Selangor , Cheras
Impiria Residensi Bukit Tinggi Klang,2018,3800,Service Residence,3,2,3,1627,Fully Furnished,"Parking, Jogging Track, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor , Klang
i-City,,1400,Service Residence,2,,2,704,Partially Furnished,"Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Selangor , I-City
The Arc @ Cyberjaya,,1300,Apartment,3,1,2,950,Fully Furnished,"Jogging Track, Security, Gymnasium, Minimart, Playground, Swimming Pool, Parking, Lift, Multipurpose hall, Squash Court","Air-Cond, Washing Machine",Selangor , Cyberjaya
Pandora Serviced Residence,2017,1200,Service Residence,1,1,1,570,Not Furnished,"Swimming Pool, Gymnasium, Barbeque area, Security, Multipurpose hall, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor , Shah Alam
Gravit8,2018,1600,Service Residence,3,,2,883,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Selangor , Port Klang
Mutiara Perdana (Bandar Sunway),,2000,Apartment,4,,2,900,Fully Furnished,,,Selangor , Bandar Sunway
Evergreen Park,1997,1500,Condominium,3,1,2,1160,Partially Furnished,"Parking, Minimart, Jogging Track, Security, Playground, Swimming Pool, Gymnasium","Cooking Allowed, Air-Cond, Washing Machine",Selangor , Cheras
Hijauan Heights,2016,1600,Apartment,3,2,2,1080,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall","Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor , Kajang
Meranti Apartment (Subang Mewah),,1000,Apartment,3,,2,721,Not Furnished,Parking,,Selangor , Subang Jaya
i-Soho @ i-City,2017,1300,Studio,1,,1,468,Fully Furnished,"Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor , Shah Alam
Sri Bayu Apartments,,1300,Apartment,3,1,2,1200,Fully Furnished,"Parking, Gymnasium, Tennis Court, Swimming Pool, Security, Playground, Barbeque area, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor , Puchong
i-Soho @ i-City,2017,1700,Apartment,2,,2,852,Partially Furnished,"Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Near KTM/LRT, Washing Machine",Selangor , Shah Alam
Oasis Square,2001,2000,Others,3,1,2,927,Not Furnished,"Minimart, Parking, Security, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor , Petaling Jaya
The Trees Damansara,2020,1700,Condominium,3,,2,1025,Partially Furnished,"Lift, Swimming Pool, Squash Court, Sauna, Parking, Security, Playground, Gymnasium, Minimart, Tennis Court, Barbeque area","Cooking Allowed, Air-Cond, Near KTM/LRT",Selangor , Damansara Perdana
Pangsapuri Akasia Berjaya Park,,950,Apartment,3,1,2,867,Not Furnished,"Security, Parking",Cooking Allowed,Selangor , Shah Alam
Liberty Tower @ i-City,,1400,Service Residence,1,,1,500,Fully Furnished,"Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor , I-City
Bangi Idaman Apartment,,900,Apartment,3,,2,860,Not Furnished,"Lift, Security, Parking, Swimming Pool, Minimart","Air-Cond, Near KTM/LRT",Selangor , Bangi
Desa Impiana,2007,1500,Apartment,3,1,2,1068,Fully Furnished,"Minimart, Swimming Pool, Parking, Security, Barbeque area, Playground, Lift, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Selangor , Puchong
Alam Budiman (Sri Budiman),,1100,Apartment,3,,2,850,Partially Furnished,"Parking, Security, Playground, Jogging Track",Air-Cond,Selangor , Shah Alam
Symphony Heights (Simfoni Heights),2011,1300,Condominium,3,1,2,1144,Fully Furnished,"Swimming Pool, Jogging Track, Parking",,Selangor , Batu Caves
Palmyra Residences,,1700,Service Residence,3,2,2,1065,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Barbeque area, Multipurpose hall, Sauna, Tennis Court, Gymnasium, Minimart","Cooking Allowed, Air-Cond",Selangor , Bangi
D'Aman Residences,2013,1099,Condominium,3,2,2,1076,Partially Furnished,"Squash Court, Jogging Track, Multipurpose hall, Security, Swimming Pool, Gymnasium, Playground, Minimart, Club house, Tennis Court, Sauna, Barbeque area, Lift, Parking","Air-Cond, Near KTM/LRT, Washing Machine, Cooking Allowed",Selangor , Puchong
Indahria Apartment (Shah Alam),2007,1600,Apartment,3,1,2,1010,Partially Furnished,"Swimming Pool, Gymnasium, Playground, Jogging Track, Minimart, Parking, Security",,Selangor , Shah Alam
Lakefront Homes @ Cyberjaya,2021,902,Condominium,3,2,2,1015,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track","Cooking Allowed, Near KTM/LRT",Selangor , Cyberjaya
Hill 10 Residence,,2400,Service Residence,2,,1,516,Fully Furnished,,,Selangor , Shah Alam
Kita Impian,2023,690,Condominium,3,2,2,901,Not Furnished,"Playground, Barbeque area, Gymnasium, Security, Jogging Track, Swimming Pool, Lift, Multipurpose hall, Parking","Cooking Allowed, Air-Cond",Selangor , Dengkil
Residensi Bukit Palma 1 (Palm Hill Residence 1),,1000,Condominium,3,2,2,1011,Partially Furnished,"Lift, Swimming Pool, Parking, Security, Playground, Gymnasium, Minimart, Jogging Track",,Selangor , Kajang
,,1300,Condominium,3,2,2,970,Partially Furnished,"Swimming Pool, Gymnasium, Jogging Track, Parking, Security, Lift","Air-Cond, Cooking Allowed",Selangor , Puchong
Gaya Resort,,1450,Service Residence,3,,2,896,Partially Furnished,,,Selangor , Kota Kemuning
